,carbon,path,site,rotation,patch size,site_index
1503,4.978218836712993,patches/Nestor Macias RGB_0_1503.png,Nestor Macias RGB,0,224,"(22, 29)"
1504,5.664907463124072,patches/Nestor Macias RGB_0_1504.png,Nestor Macias RGB,0,224,"(22, 30)"
1505,7.255186789641365,patches/Nestor Macias RGB_0_1505.png,Nestor Macias RGB,0,224,"(22, 31)"
1506,8.812143958692362,patches/Nestor Macias RGB_0_1506.png,Nestor Macias RGB,0,224,"(22, 32)"
1507,9.779875165469294,patches/Nestor Macias RGB_0_1507.png,Nestor Macias RGB,0,224,"(22, 33)"
1508,10.017608117702665,patches/Nestor Macias RGB_0_1508.png,Nestor Macias RGB,0,224,"(22, 34)"
1509,9.490407373086152,patches/Nestor Macias RGB_0_1509.png,Nestor Macias RGB,0,224,"(22, 35)"
1510,8.610369976129796,patches/Nestor Macias RGB_0_1510.png,Nestor Macias RGB,0,224,"(22, 36)"
1511,8.085618606327124,patches/Nestor Macias RGB_0_1511.png,Nestor Macias RGB,0,224,"(22, 37)"
1512,7.9507246133479,patches/Nestor Macias RGB_0_1512.png,Nestor Macias RGB,0,224,"(22, 38)"
1513,7.712118197922363,patches/Nestor Macias RGB_0_1513.png,Nestor Macias RGB,0,224,"(22, 39)"
1514,7.26799374661762,patches/Nestor Macias RGB_0_1514.png,Nestor Macias RGB,0,224,"(22, 40)"
1515,6.691341345073306,patches/Nestor Macias RGB_0_1515.png,Nestor Macias RGB,0,224,"(22, 41)"
1516,5.970511261304693,patches/Nestor Macias RGB_0_1516.png,Nestor Macias RGB,0,224,"(22, 42)"
1517,5.254303515029494,patches/Nestor Macias RGB_0_1517.png,Nestor Macias RGB,0,224,"(22, 43)"
1518,4.578054057380076,patches/Nestor Macias RGB_0_1518.png,Nestor Macias RGB,0,224,"(22, 44)"
1519,3.7980072536014164,patches/Nestor Macias RGB_0_1519.png,Nestor Macias RGB,0,224,"(22, 45)"
1521,2.3539198012440123,patches/Nestor Macias RGB_0_1521.png,Nestor Macias RGB,0,224,"(22, 47)"
1522,1.6539741262479266,patches/Nestor Macias RGB_0_1522.png,Nestor Macias RGB,0,224,"(22, 48)"
1561,2.9556842981937694,patches/Nestor Macias RGB_0_1561.png,Nestor Macias RGB,0,224,"(23, 20)"
1562,3.3448979525890383,patches/Nestor Macias RGB_0_1562.png,Nestor Macias RGB,0,224,"(23, 21)"
1563,4.2438435411758055,patches/Nestor Macias RGB_0_1563.png,Nestor Macias RGB,0,224,"(23, 22)"
1564,5.443037559740201,patches/Nestor Macias RGB_0_1564.png,Nestor Macias RGB,0,224,"(23, 23)"
1565,6.543060130846749,patches/Nestor Macias RGB_0_1565.png,Nestor Macias RGB,0,224,"(23, 24)"
1566,7.4233588679152565,patches/Nestor Macias RGB_0_1566.png,Nestor Macias RGB,0,224,"(23, 25)"
1567,7.682717559211298,patches/Nestor Macias RGB_0_1567.png,Nestor Macias RGB,0,224,"(23, 26)"
1568,6.997918071345909,patches/Nestor Macias RGB_0_1568.png,Nestor Macias RGB,0,224,"(23, 27)"
1569,6.044673257020759,patches/Nestor Macias RGB_0_1569.png,Nestor Macias RGB,0,224,"(23, 28)"
1570,5.8439884181593955,patches/Nestor Macias RGB_0_1570.png,Nestor Macias RGB,0,224,"(23, 29)"
1571,6.553447668866678,patches/Nestor Macias RGB_0_1571.png,Nestor Macias RGB,0,224,"(23, 30)"
1572,7.5067973500012055,patches/Nestor Macias RGB_0_1572.png,Nestor Macias RGB,0,224,"(23, 31)"
1573,8.212481754330291,patches/Nestor Macias RGB_0_1573.png,Nestor Macias RGB,0,224,"(23, 32)"
1574,8.676104970967511,patches/Nestor Macias RGB_0_1574.png,Nestor Macias RGB,0,224,"(23, 33)"
1575,8.829495109387581,patches/Nestor Macias RGB_0_1575.png,Nestor Macias RGB,0,224,"(23, 34)"
1576,8.557405371163622,patches/Nestor Macias RGB_0_1576.png,Nestor Macias RGB,0,224,"(23, 35)"
1577,8.283059248692261,patches/Nestor Macias RGB_0_1577.png,Nestor Macias RGB,0,224,"(23, 36)"
1578,8.545651633076663,patches/Nestor Macias RGB_0_1578.png,Nestor Macias RGB,0,224,"(23, 37)"
1579,9.060644480595416,patches/Nestor Macias RGB_0_1579.png,Nestor Macias RGB,0,224,"(23, 38)"
1580,9.15625609038183,patches/Nestor Macias RGB_0_1580.png,Nestor Macias RGB,0,224,"(23, 39)"
1581,8.629969283556141,patches/Nestor Macias RGB_0_1581.png,Nestor Macias RGB,0,224,"(23, 40)"
1582,7.683678273483541,patches/Nestor Macias RGB_0_1582.png,Nestor Macias RGB,0,224,"(23, 41)"
1583,6.840582439080472,patches/Nestor Macias RGB_0_1583.png,Nestor Macias RGB,0,224,"(23, 42)"
1584,6.49244557850918,patches/Nestor Macias RGB_0_1584.png,Nestor Macias RGB,0,224,"(23, 43)"
1585,6.287653815037955,patches/Nestor Macias RGB_0_1585.png,Nestor Macias RGB,0,224,"(23, 44)"
1586,5.788917642433225,patches/Nestor Macias RGB_0_1586.png,Nestor Macias RGB,0,224,"(23, 45)"
1587,5.105090362051514,patches/Nestor Macias RGB_0_1587.png,Nestor Macias RGB,0,224,"(23, 46)"
1588,4.224709157064116,patches/Nestor Macias RGB_0_1588.png,Nestor Macias RGB,0,224,"(23, 47)"
1589,2.9652321432075004,patches/Nestor Macias RGB_0_1589.png,Nestor Macias RGB,0,224,"(23, 48)"
1627,3.8372691368582754,patches/Nestor Macias RGB_0_1627.png,Nestor Macias RGB,0,224,"(24, 19)"
1628,4.205813642612858,patches/Nestor Macias RGB_0_1628.png,Nestor Macias RGB,0,224,"(24, 20)"
1629,4.55305014392715,patches/Nestor Macias RGB_0_1629.png,Nestor Macias RGB,0,224,"(24, 21)"
1630,5.208234327824906,patches/Nestor Macias RGB_0_1630.png,Nestor Macias RGB,0,224,"(24, 22)"
1631,5.856151535925717,patches/Nestor Macias RGB_0_1631.png,Nestor Macias RGB,0,224,"(24, 23)"
1632,6.297117968290817,patches/Nestor Macias RGB_0_1632.png,Nestor Macias RGB,0,224,"(24, 24)"
1633,6.756512492473292,patches/Nestor Macias RGB_0_1633.png,Nestor Macias RGB,0,224,"(24, 25)"
1634,6.993564394467538,patches/Nestor Macias RGB_0_1634.png,Nestor Macias RGB,0,224,"(24, 26)"
1635,6.716500627851639,patches/Nestor Macias RGB_0_1635.png,Nestor Macias RGB,0,224,"(24, 27)"
1636,6.496044872523222,patches/Nestor Macias RGB_0_1636.png,Nestor Macias RGB,0,224,"(24, 28)"
1637,6.885802497536663,patches/Nestor Macias RGB_0_1637.png,Nestor Macias RGB,0,224,"(24, 29)"
1638,7.446774131506593,patches/Nestor Macias RGB_0_1638.png,Nestor Macias RGB,0,224,"(24, 30)"
1639,7.59827492247449,patches/Nestor Macias RGB_0_1639.png,Nestor Macias RGB,0,224,"(24, 31)"
1640,7.580318506791636,patches/Nestor Macias RGB_0_1640.png,Nestor Macias RGB,0,224,"(24, 32)"
1641,7.735805084704809,patches/Nestor Macias RGB_0_1641.png,Nestor Macias RGB,0,224,"(24, 33)"
1642,7.7774735379667534,patches/Nestor Macias RGB_0_1642.png,Nestor Macias RGB,0,224,"(24, 34)"
1643,7.52736342358511,patches/Nestor Macias RGB_0_1643.png,Nestor Macias RGB,0,224,"(24, 35)"
1644,7.586314720833708,patches/Nestor Macias RGB_0_1644.png,Nestor Macias RGB,0,224,"(24, 36)"
1645,8.458885472257565,patches/Nestor Macias RGB_0_1645.png,Nestor Macias RGB,0,224,"(24, 37)"
1646,9.622220404584635,patches/Nestor Macias RGB_0_1646.png,Nestor Macias RGB,0,224,"(24, 38)"
1647,10.144236101259224,patches/Nestor Macias RGB_0_1647.png,Nestor Macias RGB,0,224,"(24, 39)"
1648,9.58892784873543,patches/Nestor Macias RGB_0_1648.png,Nestor Macias RGB,0,224,"(24, 40)"
1649,8.381166743169365,patches/Nestor Macias RGB_0_1649.png,Nestor Macias RGB,0,224,"(24, 41)"
1650,7.580835670497483,patches/Nestor Macias RGB_0_1650.png,Nestor Macias RGB,0,224,"(24, 42)"
1651,7.611439857673044,patches/Nestor Macias RGB_0_1651.png,Nestor Macias RGB,0,224,"(24, 43)"
1652,7.838892023017202,patches/Nestor Macias RGB_0_1652.png,Nestor Macias RGB,0,224,"(24, 44)"
1653,7.8223125730102705,patches/Nestor Macias RGB_0_1653.png,Nestor Macias RGB,0,224,"(24, 45)"
1654,7.543987262483363,patches/Nestor Macias RGB_0_1654.png,Nestor Macias RGB,0,224,"(24, 46)"
1655,6.580648839426746,patches/Nestor Macias RGB_0_1655.png,Nestor Macias RGB,0,224,"(24, 47)"
1656,4.772684239378246,patches/Nestor Macias RGB_0_1656.png,Nestor Macias RGB,0,224,"(24, 48)"
1657,2.904912234422031,patches/Nestor Macias RGB_0_1657.png,Nestor Macias RGB,0,224,"(24, 49)"
1694,5.0520722657352595,patches/Nestor Macias RGB_0_1694.png,Nestor Macias RGB,0,224,"(25, 19)"
1695,5.59294845392092,patches/Nestor Macias RGB_0_1695.png,Nestor Macias RGB,0,224,"(25, 20)"
1696,6.023288146366528,patches/Nestor Macias RGB_0_1696.png,Nestor Macias RGB,0,224,"(25, 21)"
1697,6.399191618941204,patches/Nestor Macias RGB_0_1697.png,Nestor Macias RGB,0,224,"(25, 22)"
1698,6.291908786262833,patches/Nestor Macias RGB_0_1698.png,Nestor Macias RGB,0,224,"(25, 23)"
1699,5.838427157922123,patches/Nestor Macias RGB_0_1699.png,Nestor Macias RGB,0,224,"(25, 24)"
1700,5.729402431668273,patches/Nestor Macias RGB_0_1700.png,Nestor Macias RGB,0,224,"(25, 25)"
1701,6.007832207341299,patches/Nestor Macias RGB_0_1701.png,Nestor Macias RGB,0,224,"(25, 26)"
1702,6.380071560699255,patches/Nestor Macias RGB_0_1702.png,Nestor Macias RGB,0,224,"(25, 27)"
1703,7.018343609799369,patches/Nestor Macias RGB_0_1703.png,Nestor Macias RGB,0,224,"(25, 28)"
1704,7.890585707728656,patches/Nestor Macias RGB_0_1704.png,Nestor Macias RGB,0,224,"(25, 29)"
1705,8.296983513375332,patches/Nestor Macias RGB_0_1705.png,Nestor Macias RGB,0,224,"(25, 30)"
1706,7.9931134638478,patches/Nestor Macias RGB_0_1706.png,Nestor Macias RGB,0,224,"(25, 31)"
1707,7.647889566870722,patches/Nestor Macias RGB_0_1707.png,Nestor Macias RGB,0,224,"(25, 32)"
1708,7.582637574009126,patches/Nestor Macias RGB_0_1708.png,Nestor Macias RGB,0,224,"(25, 33)"
1709,7.348564517214554,patches/Nestor Macias RGB_0_1709.png,Nestor Macias RGB,0,224,"(25, 34)"
1710,6.900954404256882,patches/Nestor Macias RGB_0_1710.png,Nestor Macias RGB,0,224,"(25, 35)"
1711,7.007089629064621,patches/Nestor Macias RGB_0_1711.png,Nestor Macias RGB,0,224,"(25, 36)"
1712,8.063178700753054,patches/Nestor Macias RGB_0_1712.png,Nestor Macias RGB,0,224,"(25, 37)"
1713,9.4237944419873,patches/Nestor Macias RGB_0_1713.png,Nestor Macias RGB,0,224,"(25, 38)"
1714,10.109147548481639,patches/Nestor Macias RGB_0_1714.png,Nestor Macias RGB,0,224,"(25, 39)"
1715,9.63756017487561,patches/Nestor Macias RGB_0_1715.png,Nestor Macias RGB,0,224,"(25, 40)"
1716,8.586641116746348,patches/Nestor Macias RGB_0_1716.png,Nestor Macias RGB,0,224,"(25, 41)"
1717,8.059975734167798,patches/Nestor Macias RGB_0_1717.png,Nestor Macias RGB,0,224,"(25, 42)"
1718,8.268881485087219,patches/Nestor Macias RGB_0_1718.png,Nestor Macias RGB,0,224,"(25, 43)"
1719,8.696871987438401,patches/Nestor Macias RGB_0_1719.png,Nestor Macias RGB,0,224,"(25, 44)"
1720,9.197448715176915,patches/Nestor Macias RGB_0_1720.png,Nestor Macias RGB,0,224,"(25, 45)"
1721,9.510561970902602,patches/Nestor Macias RGB_0_1721.png,Nestor Macias RGB,0,224,"(25, 46)"
1722,8.754976271728463,patches/Nestor Macias RGB_0_1722.png,Nestor Macias RGB,0,224,"(25, 47)"
1723,6.784667532132356,patches/Nestor Macias RGB_0_1723.png,Nestor Macias RGB,0,224,"(25, 48)"
1724,4.643268656649406,patches/Nestor Macias RGB_0_1724.png,Nestor Macias RGB,0,224,"(25, 49)"
1760,4.615914302010682,patches/Nestor Macias RGB_0_1760.png,Nestor Macias RGB,0,224,"(26, 18)"
1761,5.850185714937765,patches/Nestor Macias RGB_0_1761.png,Nestor Macias RGB,0,224,"(26, 19)"
1762,6.790356126625702,patches/Nestor Macias RGB_0_1762.png,Nestor Macias RGB,0,224,"(26, 20)"
1763,7.352488871039613,patches/Nestor Macias RGB_0_1763.png,Nestor Macias RGB,0,224,"(26, 21)"
1764,7.290406413538555,patches/Nestor Macias RGB_0_1764.png,Nestor Macias RGB,0,224,"(26, 22)"
1765,6.393950732897898,patches/Nestor Macias RGB_0_1765.png,Nestor Macias RGB,0,224,"(26, 23)"
1766,5.29284250854241,patches/Nestor Macias RGB_0_1766.png,Nestor Macias RGB,0,224,"(26, 24)"
1767,4.974214266053166,patches/Nestor Macias RGB_0_1767.png,Nestor Macias RGB,0,224,"(26, 25)"
1768,5.564337139600154,patches/Nestor Macias RGB_0_1768.png,Nestor Macias RGB,0,224,"(26, 26)"
1769,6.579911878344642,patches/Nestor Macias RGB_0_1769.png,Nestor Macias RGB,0,224,"(26, 27)"
1770,7.74942683086028,patches/Nestor Macias RGB_0_1770.png,Nestor Macias RGB,0,224,"(26, 28)"
1771,8.817600008174804,patches/Nestor Macias RGB_0_1771.png,Nestor Macias RGB,0,224,"(26, 29)"
1772,9.24713958761404,patches/Nestor Macias RGB_0_1772.png,Nestor Macias RGB,0,224,"(26, 30)"
1773,8.928524864976303,patches/Nestor Macias RGB_0_1773.png,Nestor Macias RGB,0,224,"(26, 31)"
1774,8.387374947873095,patches/Nestor Macias RGB_0_1774.png,Nestor Macias RGB,0,224,"(26, 32)"
1775,7.854782478532307,patches/Nestor Macias RGB_0_1775.png,Nestor Macias RGB,0,224,"(26, 33)"
1776,7.162617528490976,patches/Nestor Macias RGB_0_1776.png,Nestor Macias RGB,0,224,"(26, 34)"
1777,6.599478931316741,patches/Nestor Macias RGB_0_1777.png,Nestor Macias RGB,0,224,"(26, 35)"
1778,6.764669224538658,patches/Nestor Macias RGB_0_1778.png,Nestor Macias RGB,0,224,"(26, 36)"
1779,7.633127426393188,patches/Nestor Macias RGB_0_1779.png,Nestor Macias RGB,0,224,"(26, 37)"
1780,8.581359785557284,patches/Nestor Macias RGB_0_1780.png,Nestor Macias RGB,0,224,"(26, 38)"
1781,8.990513726515653,patches/Nestor Macias RGB_0_1781.png,Nestor Macias RGB,0,224,"(26, 39)"
1782,8.633683523632278,patches/Nestor Macias RGB_0_1782.png,Nestor Macias RGB,0,224,"(26, 40)"
1783,8.04755968468025,patches/Nestor Macias RGB_0_1783.png,Nestor Macias RGB,0,224,"(26, 41)"
1784,7.9197675858995265,patches/Nestor Macias RGB_0_1784.png,Nestor Macias RGB,0,224,"(26, 42)"
1785,8.224978132468868,patches/Nestor Macias RGB_0_1785.png,Nestor Macias RGB,0,224,"(26, 43)"
1786,8.79895807048203,patches/Nestor Macias RGB_0_1786.png,Nestor Macias RGB,0,224,"(26, 44)"
1787,9.801572597355555,patches/Nestor Macias RGB_0_1787.png,Nestor Macias RGB,0,224,"(26, 45)"
1788,10.765609867544224,patches/Nestor Macias RGB_0_1788.png,Nestor Macias RGB,0,224,"(26, 46)"
1789,10.49132827131209,patches/Nestor Macias RGB_0_1789.png,Nestor Macias RGB,0,224,"(26, 47)"
1790,8.770227346982288,patches/Nestor Macias RGB_0_1790.png,Nestor Macias RGB,0,224,"(26, 48)"
1791,6.633677114864824,patches/Nestor Macias RGB_0_1791.png,Nestor Macias RGB,0,224,"(26, 49)"
1792,4.669355861783611,patches/Nestor Macias RGB_0_1792.png,Nestor Macias RGB,0,224,"(26, 50)"
1827,4.7921766069715845,patches/Nestor Macias RGB_0_1827.png,Nestor Macias RGB,0,224,"(27, 18)"
1828,6.481885980488246,patches/Nestor Macias RGB_0_1828.png,Nestor Macias RGB,0,224,"(27, 19)"
1829,7.843307847699734,patches/Nestor Macias RGB_0_1829.png,Nestor Macias RGB,0,224,"(27, 20)"
